yORF,"gene name","GFP tagged?","GFP visualized?",abundance,ambiguous,mitochondrion,vacuole,"spindle pole","cell periphery","punctate composite","vacuolar membrane",ER,"nuclear periphery",endosome,"bud neck",microtubule,Golgi,"late Golgi",peroxisome,actin,nucleolus,cytoplasm,"ER to Golgi","early Golgi","lipid particle",nucleus,bud
YJL204C,RCY1,tagged,visualized,2700,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJL207C,,tagged,visualized,300,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
YJL208C,NUC1,tagged,visualized,3870,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJL209W,CBP1,tagged,visualized,2180,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJL210W,PEX2,tagged,visualized,339,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
YJL212C,OPT1,tagged,visualized,2870,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJL217W,,tagged,visualized,721,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJL222W,VTH2,tagged,visualized,279,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR003C,,tagged,visualized,3280,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR005W,APL1,tagged,visualized,1670,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YJR006W,HYS2,tagged,visualized,626,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR007W,SUI2,tagged,visualized,17100,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR008W,,tagged,visualized,339,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR009C,TDH2,tagged,visualized,121000,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR010C-A,SPC1,tagged,visualized,5550,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR010W,MET3,tagged,visualized,1510,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR011C,,tagged,visualized,2560,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR013W,,tagged,visualized,"low signal",F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR014W,,tagged,visualized,21600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR015W,,tagged,visualized,639,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR016C,ILV3,tagged,visualized,171000,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR017C,ESS1,tagged,visualized,4400,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR022W,LSM8,tagged,visualized,1440,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR024C,,tagged,visualized,952,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR025C,BNA1,tagged,visualized,2330,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR031C,GEA1,tagged,visualized,2940,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
YJR032W,CPR7,tagged,visualized,3230,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR033C,RAV1,tagged,visualized,149,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR035W,RAD26,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR041C,,tagged,visualized,1660,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
YJR042W,NUP85,tagged,visualized,7920,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR043C,POL32,tagged,visualized,2410,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR044C,VPS55,tagged,visualized,2340,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR046W,TAH11,tagged,visualized,2190,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR047C,ANB1,tagged,visualized,14200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR048W,CYC1,tagged,visualized,7330,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR049C,UTR1,tagged,visualized,5040,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR050W,ISY1,tagged,visualized,1990,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR051W,OSM1,tagged,visualized,432,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR052W,RAD7,tagged,visualized,937,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR053W,BFA1,tagged,visualized,1380,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR054W,,tagged,visualized,538,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR055W,HIT1,tagged,visualized,2730,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR056C,,tagged,visualized,1890,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR057W,CDC8,tagged,visualized,2980,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR058C,APS2,tagged,visualized,1390,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YJR059W,PTK2,tagged,visualized,1420,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR060W,CBF1,tagged,visualized,6890,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR062C,NTA1,tagged,visualized,1640,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR063W,RPA12,tagged,visualized,8450,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
YJR067C,YAE1,tagged,visualized,1500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR068W,RFC2,tagged,visualized,4610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR069C,HAM1,tagged,visualized,3490,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR070C,,tagged,visualized,39900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR072C,,tagged,visualized,15200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR073C,OPI3,tagged,visualized,5890,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR074W,MOG1,tagged,visualized,2840,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR075W,HOC1,tagged,visualized,7160,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
YJR076C,CDC11,tagged,visualized,9280,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YJR077C,MIR1,tagged,visualized,"not visualized",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR080C,,tagged,visualized,2290,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR082C,EAF6,tagged,visualized,504,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR083C,ACF4,tagged,visualized,1140,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR084W,CSN12,tagged,visualized,1510,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR085C,,tagged,visualized,2100,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR086W,STE18,tagged,visualized,5550,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR088C,,tagged,visualized,5740,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR089W,BIR1,tagged,visualized,"not visualized",F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F
YJR091C,JSN1,tagged,visualized,784,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR092W,BUD4,tagged,visualized,1600,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YJR094W-A,RPL43B,tagged,visualized,45500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR096W,,tagged,visualized,6960,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR097W,,tagged,visualized,2010,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR098C,,tagged,visualized,1230,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR101W,RSM26,tagged,visualized,2060,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR103W,URA8,tagged,visualized,5370,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR104C,SOD1,tagged,visualized,519000,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR105W,ADO1,tagged,visualized,22200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR109C,CPA2,tagged,visualized,18000,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR110W,,tagged,visualized,1080,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR111C,,tagged,visualized,1890,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR112W,NNF1,tagged,visualized,2070,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR113C,RSM7,tagged,visualized,1340,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR116W,,tagged,visualized,"technical problem",T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR117W,STE24,tagged,visualized,19600,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR118C,ILM1,tagged,visualized,1160,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR119C,,tagged,visualized,290,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR121W,ATP2,tagged,visualized,164000,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR122W,CAF17,tagged,visualized,2960,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR127C,ZMS1,tagged,visualized,"technical problem",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR129C,,tagged,visualized,1550,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR130C,STR2,tagged,visualized,2070,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR131W,MNS1,tagged,visualized,8260,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR132W,NMD5,tagged,visualized,13500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR133W,XPT1,tagged,visualized,721,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR134C,SGM1,tagged,visualized,300,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F
YJR135C,MCM22,tagged,visualized,1030,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR136C,,tagged,visualized,1470,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR137C,ECM17,tagged,visualized,2900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR138W,IML1,tagged,visualized,279,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR139C,HOM6,tagged,visualized,48900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR140C,HIR3,tagged,visualized,922,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YJR143C,PMT4,tagged,visualized,1270,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YJR145C,RPS4A,tagged,visualized,573,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR146W,,tagged,visualized,952,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR147W,HMS2,tagged,visualized,2050,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR148W,BAT2,tagged,visualized,25900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YJR149W,,tagged,visualized,172,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR154W,,tagged,visualized,1600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YJR161C,COS5,tagged,visualized,815,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL001C,MET14,tagged,visualized,2170,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL002W,DID4,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL003C,MRP17,tagged,visualized,"not visualized",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL004W,AUR1,tagged,visualized,4170,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
YKL006C-A,SFT1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL006W,RPL14A,tagged,visualized,45300,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL007W,CAP1,tagged,visualized,4380,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
YKL008C,LAC1,tagged,visualized,2840,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL009W,MRT4,tagged,visualized,18200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YKL010C,UFD4,tagged,visualized,7380,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL011C,CCE1,tagged,visualized,"low signal",F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL012W,PRP40,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL013C,ARC19,tagged,visualized,9020,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
YKL014C,,tagged,visualized,5890,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
YKL015W,PUT3,tagged,visualized,736,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL016C,ATP7,tagged,visualized,6820,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL017C,HCS1,tagged,visualized,1040,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL018C-A,,tagged,visualized,358,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL019W,RAM2,tagged,visualized,396,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL020C,SPT23,tagged,visualized,432,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL021C,MAK11,tagged,visualized,3730,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YKL022C,CDC16,tagged,visualized,2750,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL023W,,tagged,visualized,1730,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL024C,URA6,tagged,visualized,1500,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL025C,PAN3,tagged,visualized,1600,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL026C,GPX1,tagged,visualized,"low signal",T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL027W,,tagged,visualized,1170,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL028W,TFA1,tagged,visualized,35900,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL029C,MAE1,tagged,visualized,10500,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL032C,IXR1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL033W,,tagged,visualized,721,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL035W,UGP1,tagged,visualized,17200,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL038W,RGT1,tagged,visualized,195,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL040C,NFU1,tagged,visualized,11300,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL041W,VPS24,tagged,visualized,1890,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL042W,SPC42,tagged,visualized,"not visualized",F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL043W,PHD1,tagged,visualized,1420,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL046C,DCW1,tagged,visualized,2580,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T
YKL047W,,tagged,visualized,2550,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL048C,ELM1,tagged,visualized,149,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YKL049C,CSE4,tagged,visualized,"not visualized",F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL051W,SFK1,tagged,visualized,"technical problem",F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL052C,ASK1,tagged,visualized,2840,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL053C-A,MDM35,tagged,visualized,3870,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL054C,DEF1,tagged,visualized,3380,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL055C,OAR1,tagged,visualized,1760,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL056C,,tagged,visualized,27800,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL058W,TOA2,tagged,visualized,3910,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL059C,MPE1,tagged,visualized,1130,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL060C,FBA1,tagged,visualized,1020000,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL061W,,tagged,visualized,1240,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL063C,,tagged,visualized,2190,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
YKL064W,MNR2,tagged,visualized,259,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL065C,YET1,tagged,visualized,7210,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL067W,YNK1,tagged,visualized,7130,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL068W,NUP100,tagged,visualized,358,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL069W,,tagged,visualized,2610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL071W,,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL072W,STB6,tagged,visualized,211,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL073W,LHS1,tagged,visualized,137,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL074C,MUD2,tagged,visualized,4170,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL075C,,tagged,visualized,98.9,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL077W,,tagged,visualized,606,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL078W,DHR2,tagged,visualized,721,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
YKL079W,SMY1,tagged,visualized,1920,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T
YKL080W,VMA5,tagged,visualized,21100,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL081W,TEF4,tagged,visualized,102000,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL085W,MDH1,tagged,visualized,28100,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL086W,,tagged,visualized,538,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL088W,,tagged,visualized,2940,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL089W,MIF2,tagged,visualized,465,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL091C,,tagged,visualized,2870,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL092C,BUD2,tagged,visualized,1230,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F
YKL094W,YJU3,tagged,visualized,2140,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL095W,YJU2,tagged,visualized,2250,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL096W,CWP1,tagged,visualized,2060,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL096W-A,CWP2,tagged,visualized,1590000,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL101W,HSL1,tagged,visualized,"low signal",F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
YKL102C,,tagged,visualized,"not visualized",F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL103C,LAP4,tagged,visualized,5730,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL105C,,tagged,visualized,538,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL106W,AAT1,tagged,visualized,2910,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL108W,SLD2,tagged,visualized,656,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL110C,KTI12,tagged,visualized,5260,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL112W,ABF1,tagged,visualized,4820,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL113C,RAD27,tagged,visualized,6120,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL114C,APN1,tagged,visualized,7250,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F
YKL116C,PRR1,tagged,visualized,1510,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL117W,SBA1,tagged,visualized,33700,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
YKL119C,VPH2,tagged,visualized,2030,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL120W,OAC1,tagged,visualized,5350,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL122C,SRP21,tagged,visualized,3400,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
YKL125W,RRN3,tagged,visualized,138,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F
YKL126W,YPK1,tagged,visualized,2950,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL127W,PGM1,tagged,visualized,9820,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F
YKL128C,PMU1,tagged,visualized,3250,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F
